74	89	27	34	22	65	5	9	97	66	51	68	60	3	55	86	85	31	56	36	80	57	51	76	89	93	93	9	99	69	95	72	9	21	57	83	38	13	91	34	30	93	53	90	96	7	75	32	89	82	67	68	38	69	95	26	61	88	35	59	8	29	82	16	2	90	50	39	2	41	24	32	85	28	21	80	86	47	11	74	28	29	94	18	50	88	43	10	27	29	21	34	10	54	2	63	44	51	1	97	
43	76	80	28	55	100	59	40	98	70	13	26	50	6	43	99	46	37	61	72	18	33	58	79	86	11	41	81	13	93	78	56	68	57	35	74	9	93	13	6	14	25	83	64	83	77	14	80	66	74	3	35	6	12	13	44	22	53	24	35	45	53	42	64	62	28	37	22	20	49	79	86	25	14	49	59	90	14	38	7	88	41	41	45	4	53	88	26	57	64	12	1	68	5	16	29	32	52	2	3	
52	81	88	77	94	88	87	35	2	25	94	41	17	86	85	20	39	25	97	47	88	60	100	55	64	15	36	47	19	37	50	70	69	37	98	62	77	85	49	78	61	42	18	29	27	54	100	17	78	97	16	65	8	15	72	72	29	59	18	99	47	19	69	16	8	66	29	84	2	29	61	14	70	30	42	49	83	94	17	61	90	32	77	49	98	100	20	79	58	90	77	57	8	45	72	15	63	52	98	16	
81	10	30	2	39	23	2	22	16	19	34	57	2	62	6	100	62	77	30	71	66	6	27	26	3	50	92	65	2	42	32	82	51	13	35	42	36	37	15	3	7	48	60	8	9	65	59	22	41	88	93	59	94	71	36	48	21	27	64	22	68	95	55	71	8	89	12	95	25	26	97	31	25	56	91	33	72	1	55	65	89	99	75	34	69	10	33	89	36	96	62	56	90	16	26	49	5	89	43	81	
14	40	64	38	47	54	22	19	6	28	35	46	26	9	31	47	18	63	87	53	58	49	60	48	16	85	96	72	73	91	53	38	30	68	27	76	73	49	46	78	28	80	24	6	88	54	52	5	17	90	10	26	38	69	73	6	6	21	77	30	11	81	20	92	48	46	67	20	46	65	50	74	44	73	79	32	78	82	88	46	71	97	72	9	18	96	14	23	68	42	52	30	23	71	21	22	69	40	42	14	
4	43	87	47	15	17	78	44	98	66	42	69	14	13	29	31	60	94	53	28	35	57	57	9	79	78	31	99	69	24	13	72	66	51	18	32	68	48	75	17	65	16	85	30	80	65	61	40	58	65	67	45	73	75	53	52	4	83	50	72	6	14	43	23	65	13	54	84	12	29	100	76	96	37	5	76	53	17	67	11	82	85	7	6	59	59	57	63	94	59	86	51	24	81	74	40	93	27	23	4	
7	75	31	55	63	87	30	15	56	96	77	89	80	83	94	90	94	3	4	87	61	90	89	36	70	62	76	14	41	50	17	99	76	99	53	38	85	82	5	40	29	81	28	60	16	74	50	9	76	53	95	88	42	35	23	63	97	98	76	89	48	44	87	75	42	92	65	79	25	69	18	54	1	98	13	16	71	14	76	46	67	22	33	60	57	7	23	5	5	98	93	4	42	31	78	35	22	42	13	47	
62	83	52	15	80	16	82	2	30	58	99	96	79	83	55	35	89	29	91	45	27	83	48	20	66	78	54	87	71	19	85	85	1	36	99	32	52	80	33	81	37	31	76	68	65	82	54	53	11	45	98	89	79	97	60	44	26	65	31	49	83	67	85	83	3	83	14	54	14	98	86	3	80	13	22	44	94	75	49	56	71	98	96	50	94	55	45	72	20	75	72	54	42	56	37	96	90	2	1	55	
100	86	57	31	98	78	75	43	5	23	51	75	20	46	76	65	1	21	88	72	47	11	25	40	66	13	35	7	15	35	62	66	72	18	96	21	48	22	64	52	44	14	26	15	11	54	32	11	74	19	82	20	30	59	60	47	71	94	6	85	81	67	2	52	36	50	73	83	71	88	86	15	53	64	81	63	17	12	74	90	83	7	9	12	65	20	10	36	14	15	72	46	33	26	97	69	75	21	3	45	
8	41	11	60	4	92	23	72	3	96	61	85	54	21	48	19	41	10	6	6	76	29	51	9	54	99	29	28	20	83	73	27	75	83	87	30	74	9	1	29	56	13	65	9	34	65	79	26	74	84	31	1	13	33	9	66	31	89	46	50	24	18	29	98	100	15	28	26	75	28	6	82	41	70	90	26	34	21	51	59	56	33	60	20	17	20	38	99	61	83	1	84	100	29	81	51	43	60	28	69	
88	33	50	80	55	91	5	40	11	7	99	67	91	10	86	59	81	23	57	41	57	57	24	56	85	57	59	79	16	86	47	55	71	48	34	25	39	90	64	49	48	14	67	90	75	5	48	56	27	5	48	84	13	72	91	98	80	1	28	95	39	27	2	9	74	35	85	12	77	100	13	24	66	79	14	40	83	61	95	62	17	95	97	30	18	39	79	97	40	6	43	78	32	44	38	6	31	74	69	7	
73	81	30	38	12	95	30	46	8	76	59	24	70	55	5	87	46	83	83	85	41	26	14	24	21	3	81	51	76	50	57	100	82	39	38	93	33	67	91	40	42	49	16	64	56	20	50	1	55	33	37	95	10	50	70	30	4	51	33	79	100	41	30	33	79	67	78	64	85	68	55	79	16	70	42	71	42	91	23	48	75	59	94	36	8	63	66	63	13	50	93	64	90	23	97	21	89	74	84	26	
93	90	56	8	12	49	31	5	91	53	52	66	12	45	1	71	7	18	86	20	67	78	35	9	100	31	29	41	56	64	66	48	5	73	8	16	21	90	20	11	94	71	76	57	67	29	28	74	46	65	45	65	42	79	25	42	62	53	82	17	68	99	17	72	71	24	40	91	65	11	1	58	34	29	15	100	9	94	25	6	58	69	70	99	100	94	40	61	98	73	29	17	71	45	41	41	20	32	83	84	
42	36	42	75	64	8	75	24	1	99	29	10	20	51	8	71	96	100	83	94	72	11	62	95	8	54	35	79	85	70	63	27	5	56	1	20	15	75	43	15	26	71	24	97	21	83	67	17	82	49	62	6	11	75	100	18	29	86	97	65	7	11	91	11	18	44	30	32	18	24	98	95	47	73	91	19	55	9	35	89	57	48	94	68	75	45	37	55	82	85	19	89	47	10	51	16	5	33	47	22	
56	96	69	54	68	11	73	23	20	59	11	28	59	56	47	33	52	84	87	85	20	57	25	19	18	76	34	22	60	33	96	67	28	64	21	96	26	93	70	45	3	32	73	61	87	19	45	90	54	83	26	26	40	51	44	57	78	77	79	37	9	74	55	89	89	75	84	14	19	5	11	22	36	83	34	74	53	79	15	7	61	40	32	52	42	27	9	19	55	39	7	16	12	62	4	52	88	39	17	7	
